match_id,frame_id,team_id,player_id,class_name,x_m,y_m,x,y,visible,confidence_tracking,bbox,vx,vy,role_label
A1606b0e6_0_(30),5,Equipo 1,1,player,15.80188274383545,59.0408935546875,0.14907436550788158,0.8682484346277574,1,0.8748001456260681,"[406.79718017578125, 585.782470703125, 437.036865234375, 647.4581298828125]",0.0,0.0,
A1606b0e6_0_(30),6,Equipo 1,1,player,15.78007698059082,59.3749885559082,0.14886865076029077,0.8731615964104148,1,0.8723410964012146,"[401.03338623046875, 590.4728393554688, 434.221435546875, 653.6956787109375]",-0.00020571474759081831,0.004913161782657438,
A1606b0e6_0_(30),7,Equipo 1,1,player,15.765715599060059,59.96399688720703,0.1487331660288685,0.8818234836353975,1,0.871225893497467,"[397.6132507324219, 592.6492919921875, 430.0831604003906, 658.58154296875]",-0.00013548473142227513,0.008661887224982734,
A1606b0e6_0_(30),8,Equipo 1,1,player,15.889656066894531,60.783084869384766,0.1499024157254201,0.8938688951380113,1,0.8680936098098755,"[395.1067199707031, 597.1385498046875, 424.8283996582031, 663.33935546875]",0.0011692496965516053,0.012045411502613734,
A1606b0e6_0_(30),9,Equipo 1,1,player,16.009714126586914,60.62934494018555,0.15103503893006523,0.8916080138262581,1,0.827743649482727,"[395.18682861328125, 600.7238159179688, 422.65667724609375, 663.6831665039062]",0.0011326232046451334,-0.002260881311753171,
A1606b0e6_0_(30),10,Equipo 1,1,player,16.01473045349121,60.67372131347656,0.151082362768785,0.8922606075511259,1,0.8145483136177063,"[393.16876220703125, 602.9013061523438, 421.656494140625, 663.8243408203125]",4.732383871977608e-05,0.0006525937248678115,
A1606b0e6_0_(30),11,Equipo 1,1,player,16.019329071044922,60.855411529541016,0.15112574595325398,0.8949325224932503,1,0.8415072560310364,"[389.7301940917969, 605.4884033203125, 419.0997619628906, 664.563720703125]",4.338318446897582e-05,0.002671914942124376,
A1606b0e6_0_(30),12,Equipo 1,1,player,16.537933349609375,61.50547790527344,0.15601823914725826,0.9044923221363741,1,0.8494972586631775,"[390.97393798828125, 606.120361328125, 419.4510498046875, 672.7081298828125]",0.004892493194004283,0.009559799643123812,
A1606b0e6_0_(30),13,Equipo 1,1,player,16.769044876098633,61.81858825683594,0.15819853656696822,0.9090968861299402,1,0.8606044054031372,"[387.626953125, 609.1847534179688, 414.42974853515625, 679.4095458984375]",0.002180297419709959,0.004604563993566124,
A1606b0e6_0_(30),14,Equipo 1,1,player,16.907594680786133,61.810096740722656,0.1595056101960956,0.9089720108929802,1,0.8627864718437195,"[385.1810302734375, 611.9166259765625, 418.2682800292969, 682.4448852539062]",0.001307073629127381,-0.00012487523696003144,
A1606b0e6_0_(30),15,Equipo 1,1,player,16.96168327331543,62.18803024291992,0.16001587993693803,0.9145298565135282,1,0.8710270524024963,"[382.6904296875, 615.9072875976562, 414.7481689453125, 688.2778930664062]",0.0005102697408424228,0.005557845620548063,
A1606b0e6_0_(30),16,Equipo 1,1,player,17.027729034423828,62.393672943115234,0.16063895315494178,0.9175540138693417,1,0.8857903480529785,"[379.9437255859375, 620.6258544921875, 412.1607666015625, 691.0430908203125]",0.0006230732180037557,0.003024157355813406,
A1606b0e6_0_(30),17,Equipo 1,1,player,16.500009536743164,62.121803283691406,0.1556604673277657,0.9135559306425207,1,0.8763605952262878,"[378.25860595703125, 623.5654296875, 406.64453125, 690.5135498046875]",-0.004978485827176082,-0.0039980832268209365,DC
A1606b0e6_0_(30),18,Equipo 1,1,player,16.24915885925293,62.07913589477539,0.15329395150238612,0.9129284690408146,1,0.8378167748451233,"[374.075439453125, 624.384765625, 398.77850341796875, 690.4759521484375]",-0.0023665158253795837,-0.0006274616017061252,DC
A1606b0e6_0_(30),19,Equipo 1,1,player,16.478137969970703,62.512630462646484,0.15545413179217643,0.919303389156566,1,0.7429289221763611,"[370.60028076171875, 627.3817138671875, 395.74700927734375, 693.391357421875]",0.0021601802897903144,0.006374920115751359,DC
A1606b0e6_0_(30),20,Equipo 1,1,player,16.763153076171875,63.50365447998047,0.15814295354879127,0.9338772717644187,1,0.8492045402526855,"[369.54638671875, 629.8172607421875, 394.8470764160156, 700.5265502929688]",0.0026888217566148342,0.01457388260785275,DC
A1606b0e6_0_(30),21,Equipo 1,1,player,16.881330490112305,63.43891525268555,0.15925783481238023,0.9329252243041992,1,0.8556870222091675,"[367.902587890625, 633.7733154296875, 393.9617614746094, 703.505615234375]",0.0011148812635889682,-0.000952047460219485,DC
A1606b0e6_0_(30),22,Equipo 1,1,player,17.04465675354004,63.874732971191406,0.16079864861830226,0.9393343083998736,1,0.8579251766204834,"[366.34149169921875, 635.696044921875, 393.7879943847656, 709.1553955078125]",0.0015408138059220255,0.006409084095674422,DC
A1606b0e6_0_(30),23,Equipo 1,1,player,17.194011688232422,63.11922073364258,0.16220765743615492,0.9282238343182732,1,0.8475176692008972,"[367.75885009765625, 642.1224975585938, 392.42144775390625, 711.6666870117188]",0.0014090088178526639,-0.011110474081600485,DC
A1606b0e6_0_(30),24,Equipo 1,1,player,17.276947021484375,63.46293640136719,0.16299006624041862,0.933278476490694,1,0.8650860786437988,"[366.7841491699219, 645.5703735351562, 389.2525634765625, 715.235595703125]",0.0007824088042636956,0.005054642172420798,DC
A1606b0e6_0_(30),25,Equipo 1,1,player,17.228151321411133,63.36466598510742,0.16252972944727484,0.9318333233104032,1,0.8696827292442322,"[365.4462890625, 648.1453247070312, 386.18035888671875, 714.9692993164062]",-0.0004603367931437785,-0.0014451531802907036,DC
A1606b0e6_0_(30),26,Equipo 1,1,player,17.20264434814453,63.28449249267578,0.162289097624005,0.9306543013628792,1,0.8708235025405884,"[364.1698303222656, 649.735595703125, 383.777099609375, 715.2779541015625]",-0.00024063182326983235,-0.0011790219475240615,DC
A1606b0e6_0_(30),27,Equipo 1,1,player,17.264747619628906,63.58310317993164,0.16287497754366892,0.9350456349989947,1,0.8752114176750183,"[363.2806091308594, 651.526123046875, 384.17138671875, 717.0283813476562]",0.000585879919663912,0.004391333636115546,DC
A1606b0e6_0_(30),28,Equipo 1,1,player,17.40861701965332,63.64900588989258,0.1642322360344653,0.9360147924984202,1,0.8547142744064331,"[362.36322021484375, 651.9908447265625, 383.9898681640625, 722.926513671875]",0.0013572584907963758,0.0009691574994254992,DC
A1606b0e6_0_(30),29,Equipo 1,1,player,17.544090270996094,64.10074615478516,0.16551028557543485,0.942658031688017,1,0.8403154015541077,"[360.8511962890625, 653.1930541992188, 382.74896240234375, 727.7197265625]",0.0012780495409695503,0.00664323918959675,DC
A1606b0e6_0_(30),30,Equipo 1,1,player,17.72283172607422,64.45610809326172,0.16719652571768132,0.9478839425479665,1,0.8440365791320801,"[359.2931823730469, 653.9119262695312, 382.92034912109375, 730.6814575195312]",0.0016862401422464701,0.005225910859949501,DC
A1606b0e6_0_(30),31,Equipo 1,1,player,17.745237350463867,64.44995880126953,0.16740789953267798,0.9477935117833755,1,0.8448176980018616,"[358.299560546875, 656.9694213867188, 382.9298095703125, 735.47314453125]",0.00021137381499666819,-9.043076459103183e-05,DC
A1606b0e6_0_(30),32,Equipo 1,1,player,18.097864151000977,65.2837142944336,0.17073456746227336,0.9600546219769646,1,0.8521451354026794,"[355.92425537109375, 660.482177734375, 382.9393615722656, 739.5501708984375]",0.0033266679295953783,0.012261110193589109,DC
A1606b0e6_0_(30),33,Equipo 1,1,player,18.159345626831055,65.49479675292969,0.17131458138519862,0.9631587757783777,1,0.8332613706588745,"[354.84979248046875, 662.79248046875, 381.3271179199219, 740.7108154296875]",0.0005800139229252543,0.0031041538014131564,DC
