match_id,frame_id,team_id,player_id,class_name,x_m,y_m,x,y,visible,confidence_tracking,bbox,vx,vy,role_label
B1606b0e6_1_(81),5,Equipo 1,3,player,62.63142013549805,46.78123092651367,0.5908624541084722,0.6879592783310834,1,0.8516476154327393,"[703.1212768554688, 773.3399047851562, 749.1929321289062, 861.6245727539062]",0.0,0.0,
B1606b0e6_1_(81),6,Equipo 1,3,player,62.68309020996094,46.80607604980469,0.5913499076411409,0.6883246477912454,1,0.8638361096382141,"[700.882080078125, 770.1491088867188, 739.1256103515625, 857.5383911132812]",0.000487453532668769,0.00036536946016196836,
B1606b0e6_1_(81),7,Equipo 1,3,player,62.770164489746094,46.589622497558594,0.5921713631108122,0.6851415073170382,1,0.8639464378356934,"[695.7332763671875, 767.6541748046875, 731.2498779296875, 852.3465576171875]",0.0008214554696712728,-0.0031831404742072023,
B1606b0e6_1_(81),8,Equipo 1,3,player,62.697105407714844,46.6596794128418,0.5914821264878759,0.6861717560712028,1,0.841472327709198,"[689.0343017578125, 766.438720703125, 724.4906616210938, 850.788818359375]",-0.0006892366229362956,0.0010302487541646865,
B1606b0e6_1_(81),9,Equipo 1,3,player,62.68382263183594,46.59601974487305,0.5913568172814712,0.6852355844834271,1,0.8475291728973389,"[682.9532470703125, 764.3160400390625, 714.44140625, 848.83642578125]",-0.00012530920640474452,-0.0009361715877757026,
B1606b0e6_1_(81),10,Equipo 1,3,player,62.756771087646484,46.519046783447266,0.5920450102608159,0.6841036291683421,1,0.8515888452529907,"[676.6243896484375, 762.3001098632812, 708.5808715820312, 845.9613647460938]",0.0006881929793447483,-0.0011319553150850314,
B1606b0e6_1_(81),11,Equipo 1,3,player,62.746726989746094,46.73542404174805,0.5919502546202462,0.6872856476727653,1,0.8548824191093445,"[668.927490234375, 760.505859375, 702.0064086914062, 845.8128662109375]",-9.475564056971031e-05,0.003182018504423234,
B1606b0e6_1_(81),12,Equipo 1,3,player,62.667869567871094,46.8556022644043,0.5912063166780291,0.6890529744765338,1,0.844853937625885,"[663.43408203125, 759.8212280273438, 693.607666015625, 846.1840209960938]",-0.0007439379422170544,0.0017673268037684542,
B1606b0e6_1_(81),13,Equipo 1,3,player,62.699310302734375,46.87835693359375,0.5915029273842866,0.689387601964614,1,0.8254492282867432,"[657.320068359375, 758.9562377929688, 688.317626953125, 845.0185546875]",0.00029661070625741637,0.00033462748808021914,LD
B1606b0e6_1_(81),14,Equipo 1,3,player,62.71758270263672,46.943973541259766,0.5916753085154407,0.6903525520773495,1,0.8591057062149048,"[651.9708251953125, 758.6643676757812, 683.2611694335938, 844.4000244140625]",0.00017238113115414233,0.0009649501127354521,LD
B1606b0e6_1_(81),15,Equipo 1,3,player,62.688621520996094,46.880680084228516,0.5914020898207178,0.689421765944537,1,0.8619590401649475,"[642.9411010742188, 758.326904296875, 677.0926513671875, 841.8165893554688]",-0.0002732186947228543,-0.0009307861328125,LD
B1606b0e6_1_(81),16,Equipo 1,3,player,62.64440155029297,46.91271209716797,0.5909849202857828,0.6898928249583525,1,0.8691968321800232,"[635.9873046875, 759.037353515625, 671.88818359375, 840.2437133789062]",-0.00041716953493509124,0.0004710590138155002,LD
B1606b0e6_1_(81),17,Equipo 1,3,player,62.63829803466797,46.94612121582031,0.5909273399496978,0.6903841355267692,1,0.8620191812515259,"[631.0154418945312, 758.2298583984375, 665.1265258789062, 838.6038208007812]",-5.7580336084939177e-05,0.0004913105684167807,LD
B1606b0e6_1_(81),18,Equipo 1,3,player,62.61170959472656,47.01822280883789,0.5906765056106279,0.6914444530711454,1,0.8653023838996887,"[626.4505615234375, 757.7290649414062, 659.0905151367188, 838.1775512695312]",-0.00025083433906991637,0.001060317544376188,LD
