match_id,frame_id,team_id,player_id,class_name,x_m,y_m,x,y,visible,confidence_tracking,bbox,vx,vy,role_label
A1606b0e6_0_(15),5,Equipo 1,1,player,34.9251594543457,55.658790588378906,0.3294826363617519,0.8185116262996898,1,0.8697910308837891,"[61.601016998291016, 636.697021484375, 95.29588317871094, 697.8404541015625]",0.0,0.0,
A1606b0e6_0_(15),6,Equipo 1,1,player,35.11227035522461,55.43547821044922,0.3312478335398548,0.8152276207419002,1,0.862371027469635,"[54.38024139404297, 639.178955078125, 89.09744262695312, 698.62548828125]",0.0017651971781029174,-0.0032840055577895155,
A1606b0e6_0_(15),7,Equipo 1,1,player,35.15694808959961,55.577667236328125,0.3316693215999963,0.8173186358283547,1,0.8780826330184937,"[44.153358459472656, 641.3408203125, 80.50137329101562, 701.7335815429688]",0.0004214880601414728,0.002091015086454484,
A1606b0e6_0_(15),8,Equipo 1,1,player,35.230594635009766,55.377769470214844,0.3323641003302808,0.8143789627972771,1,0.8416969776153564,"[37.28778839111328, 643.6068115234375, 69.98651123046875, 704.01318359375]",0.0006947787302845065,-0.002939673031077672,
A1606b0e6_0_(15),9,Equipo 1,1,player,35.484458923339844,55.6381950378418,0.3347590464466023,0.818208750556497,1,0.8169053792953491,"[36.00577926635742, 645.8370361328125, 63.075599670410156, 709.4776000976562]",0.002394946116321517,0.003829787759219938,
A1606b0e6_0_(15),10,Equipo 1,1,player,35.62836456298828,55.47591018676758,0.3361166468206442,0.815822208628935,1,0.5922399163246155,"[34.83335494995117, 649.6505126953125, 58.10021209716797, 711.0276489257812]",0.0013576003740418674,-0.002386541927562047,
A1606b0e6_0_(15),11,Equipo 1,1,player,35.73905944824219,55.57289123535156,0.33716093819096404,0.8172484005198759,1,0.740682065486908,"[34.49077606201172, 649.9629516601562, 56.317405700683594, 713.459228515625]",0.0010442913703198609,0.0014261918909409532,
A1606b0e6_0_(15),12,Equipo 1,1,player,35.82902145385742,55.53708267211914,0.3380096363571455,0.8167218040017521,1,0.8572454452514648,"[28.6505069732666, 651.0173950195312, 53.38609313964844, 715.04052734375]",0.0008486981661814386,-0.0005265965181238119,EI
A1606b0e6_0_(15),13,Equipo 1,1,player,35.83230972290039,55.606117248535156,0.33804065776321124,0.8177370183608111,1,0.8853161931037903,"[20.108112335205078, 652.0686645507812, 51.23223876953125, 716.9076538085938]",3.102140606575654e-05,0.0010152143590590468,EI
A1606b0e6_0_(15),14,Equipo 1,1,player,36.024314880371094,55.41606140136719,0.3398520271733122,0.8149420794318704,1,0.8941083550453186,"[16.05228042602539, 651.8666381835938, 57.25145721435547, 718.4716796875]",0.0018113694101009603,-0.0027949389289407822,EI
A1606b0e6_0_(15),15,Equipo 1,1,player,36.114315032958984,55.46773910522461,0.3407010852165942,0.8157020456650678,1,0.889941394329071,"[18.34731674194336, 652.953125, 59.948673248291016, 719.4800415039062]",0.0008490580432820027,0.0007599662331974066,EI
A1606b0e6_0_(15),16,Equipo 1,1,player,36.13332748413086,55.49331283569336,0.3408804479634987,0.8160781299366671,1,0.8851922154426575,"[18.624103546142578, 654.1375732421875, 59.539527893066406, 720.55859375]",0.00017936274690449894,0.00037608427159929736,EI
A1606b0e6_0_(15),17,Equipo 1,1,player,36.18849182128906,55.59837341308594,0.3414008662385761,0.8176231384277344,1,0.855463445186615,"[21.738384246826172, 656.7237548828125, 58.06673812866211, 722.7794799804688]",0.0005204182750773723,0.0015450084910673123,EI
A1606b0e6_0_(15),18,Equipo 1,1,player,36.27640151977539,55.32421112060547,0.34223020301674895,0.813591340008904,1,0.8396245837211609,"[27.419660568237305, 657.939208984375, 56.938087463378906, 722.6243896484375]",0.0008293367781728733,-0.00403179841883039,EI
A1606b0e6_0_(15),19,Equipo 1,1,player,36.53585433959961,55.402183532714844,0.3446778711282982,0.8147379931281594,1,0.8220292329788208,"[31.3341064453125, 658.3255615234375, 56.560306549072266, 723.541748046875]",0.0024476681115492283,0.0011466531192554363,EI
